CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography
654,42.0,7,99263.09,1,1.0,1.0,67607.9,France
587,40.0,5,138241.9,2,1.0,0.0,159418.1,Germany
626,39.0,0,0.0,2,1.0,1.0,83295.09,France
483,29.0,9,0.0,1,1.0,1.0,81634.45,France
727,36.0,6,140418.81,1,1.0,1.0,113033.73,Germany
498,44.0,2,120702.67,2,1.0,1.0,98175.74,Germany
781,42.0,3,156555.54,1,1.0,1.0,175674.01,France
540,25.0,5,116160.23,1,1.0,0.0,13411.67,France
648,50.0,9,102535.57,1,1.0,1.0,189543.19,France
668,43.0,1,147167.25,1,0.0,0.0,141679.73,Spain
654,29.0,4,96974.97,1,0.0,1.0,141404.07,France
643,51.0,2,105229.53,1,1.0,0.0,34967.75,France
762,19.0,6,0.0,2,1.0,0.0,55500.17,Spain
697,42.0,9,132739.26,2,0.0,0.0,174667.65,France
588,36.0,2,0.0,2,1.0,0.0,92536.0,France
727,52.0,1,154733.97,1,1.0,0.0,80259.67,Spain
542,38.0,8,65942.26,1,1.0,1.0,68093.23,France
622,52.0,9,111973.97,1,1.0,1.0,162756.29,Germany
611,53.0,3,83568.26,1,0.0,0.0,1235.49,France
621,39.0,6,0.0,2,1.0,1.0,58883.91,France
538,32.0,2,0.0,1,1.0,1.0,80130.54,France
700,34.0,2,76322.69,1,1.0,0.0,128136.29,France
600,27.0,3,0.0,2,0.0,1.0,125698.97,France
706,42.0,9,0.0,2,1.0,1.0,28714.34,Spain
731,49.0,4,88826.07,1,1.0,1.0,33759.41,Germany
712,79.0,5,108078.56,1,1.0,1.0,174118.93,Spain
551,42.0,2,139561.46,1,1.0,0.0,43435.43,France
571,38.0,6,107193.82,2,0.0,0.0,38962.94,France
554,39.0,10,160132.75,1,1.0,0.0,32824.15,France
706,29.0,6,185544.36,1,1.0,0.0,171037.63,Germany
536,22.0,5,89492.62,1,0.0,0.0,42934.43,France
682,41.0,6,0.0,2,0.0,1.0,134158.09,France
704,33.0,3,0.0,2,1.0,0.0,73018.74,Spain
730,34.0,5,122453.37,2,1.0,0.0,138882.98,France
599,33.0,4,51690.89,1,1.0,0.0,111622.76,Spain
665,42.0,2,156371.61,2,0.0,1.0,156774.94,Spain
742,27.0,0,0.0,2,0.0,1.0,131534.96,France
501,29.0,8,0.0,2,1.0,0.0,112664.24,France
724,39.0,3,0.0,2,0.0,1.0,95562.81,Spain
654,35.0,2,90865.8,1,1.0,1.0,86764.46,France
583,47.0,5,102562.23,1,1.0,0.0,92708.1,Spain
653,31.0,9,143321.97,1,1.0,0.0,83679.46,Germany
625,26.0,3,130483.95,1,1.0,0.0,122810.53,Germany
666,74.0,7,105102.5,1,1.0,1.0,46172.47,Germany
703,38.0,9,99167.54,1,1.0,0.0,65720.92,Germany
577,42.0,9,0.0,1,1.0,0.0,74077.91,France
644,32.0,3,136659.74,1,1.0,1.0,14187.78,Spain
657,27.0,8,0.0,2,0.0,0.0,6468.24,Spain
613,37.0,3,171653.17,1,0.0,1.0,5353.12,Spain
632,42.0,4,126115.6,1,1.0,0.0,100998.5,France
765,45.0,2,91549.78,1,1.0,1.0,47139.44,Spain
516,32.0,3,145166.09,2,0.0,0.0,111421.45,Germany
573,40.0,7,147754.68,1,1.0,1.0,110454.46,France
757,30.0,6,105128.85,2,1.0,1.0,62972.13,Germany
741,36.0,8,116993.43,2,1.0,0.0,168816.22,Germany
580,37.0,9,0.0,2,0.0,1.0,77108.66,France
721,36.0,1,155176.83,2,1.0,1.0,49653.37,France
577,35.0,5,110080.3,1,1.0,1.0,109794.31,Spain
555,37.0,9,124969.13,1,1.0,0.0,60194.05,France
712,34.0,8,114088.32,1,1.0,0.0,92794.61,France
719,36.0,3,155423.17,1,1.0,1.0,199841.32,France
775,52.0,8,109922.61,1,1.0,1.0,96823.32,France
623,35.0,5,0.0,2,1.0,0.0,101192.08,France
600,36.0,4,0.0,2,1.0,0.0,143635.36,Spain
652,34.0,6,97435.85,2,1.0,1.0,104331.76,France
627,55.0,2,159441.27,1,1.0,0.0,100686.11,France
847,51.0,5,97565.74,1,0.0,0.0,144184.06,France
682,48.0,7,0.0,2,1.0,0.0,65069.03,France
605,41.0,10,0.0,2,0.0,1.0,97213.09,France
577,39.0,4,0.0,2,1.0,0.0,91366.42,Spain
731,38.0,10,123711.73,2,1.0,0.0,171340.68,France
656,36.0,8,97786.08,2,0.0,1.0,21478.36,France
589,27.0,4,0.0,2,1.0,0.0,144181.48,Spain
814,49.0,8,0.0,2,0.0,0.0,157822.54,France
793,33.0,0,0.0,1,0.0,0.0,175544.02,France
651,41.0,1,90218.11,1,1.0,0.0,174337.68,Germany
581,27.0,5,102258.11,2,1.0,0.0,194681.6,France
757,38.0,0,0.0,1,1.0,0.0,83263.06,France
730,33.0,7,130367.87,1,1.0,0.0,15142.1,Germany
850,31.0,6,82613.56,2,1.0,0.0,149170.92,Spain
638,48.0,2,0.0,2,1.0,1.0,7919.08,Spain
467,39.0,5,0.0,2,1.0,1.0,7415.96,Spain
430,38.0,8,153058.64,1,1.0,0.0,99377.27,Germany
573,46.0,3,65269.23,1,0.0,1.0,189988.65,Spain
553,39.0,1,142876.98,2,1.0,0.0,44363.42,Spain
485,21.0,5,113157.22,1,1.0,1.0,54141.5,Spain
540,31.0,7,0.0,1,0.0,1.0,183051.6,France
665,41.0,8,0.0,2,1.0,0.0,132152.32,Spain
838,40.0,6,61671.19,1,0.0,1.0,150659.35,Spain
712,49.0,5,154776.42,2,0.0,0.0,196257.68,Germany
492,49.0,8,0.0,1,1.0,1.0,182865.09,France
835,38.0,7,86824.09,1,0.0,0.0,175905.97,Spain
698,64.0,1,169362.43,1,1.0,0.0,84760.32,Germany
625,37.0,1,177069.24,2,1.0,1.0,96088.54,France
690,47.0,2,0.0,2,1.0,0.0,151375.73,France
588,37.0,2,0.0,2,0.0,1.0,187816.59,Spain
759,46.0,2,0.0,1,1.0,1.0,138380.11,France
781,48.0,9,82794.18,1,1.0,0.0,124720.68,Germany
600,37.0,1,142663.46,1,0.0,1.0,88669.89,France
777,42.0,5,147531.82,1,1.0,1.0,38819.45,France
733,34.0,3,100337.96,3,1.0,0.0,48559.19,Germany
834,40.0,7,0.0,2,0.0,0.0,45038.74,Spain
667,37.0,5,92171.35,3,1.0,0.0,178106.34,Germany
758,35.0,5,0.0,2,1.0,0.0,95009.6,Spain
477,30.0,6,131286.46,1,1.0,0.0,194144.45,France
743,41.0,7,0.0,1,1.0,0.0,163736.09,Spain
842,44.0,2,112652.08,2,1.0,0.0,126644.98,Spain
621,31.0,8,100375.39,1,1.0,1.0,90384.26,Germany
530,37.0,8,0.0,2,1.0,1.0,287.99,France
678,49.0,3,204510.94,1,0.0,1.0,738.88,France
598,38.0,1,101487.18,1,1.0,1.0,75959.1,Germany
729,44.0,5,0.0,2,0.0,1.0,9200.54,France
703,58.0,4,92930.92,1,0.0,1.0,85148.78,Spain
681,36.0,5,141952.07,1,1.0,1.0,185144.08,France
676,64.0,4,116954.32,1,1.0,1.0,91149.48,Spain
758,32.0,4,162657.64,2,1.0,1.0,115525.13,Germany
523,26.0,4,0.0,2,1.0,0.0,185488.81,France
759,30.0,4,101802.67,1,0.0,0.0,8693.8,Germany
523,35.0,8,138782.76,1,1.0,1.0,186118.93,Germany
758,34.0,3,0.0,2,1.0,1.0,124226.16,France
497,27.0,7,149400.27,1,0.0,0.0,167522.19,Spain
584,35.0,3,146311.58,1,1.0,1.0,105443.47,France
430,66.0,6,135392.31,2,1.0,1.0,172852.06,Germany
776,39.0,2,104349.45,1,0.0,0.0,79503.05,Spain
770,46.0,5,141788.63,2,0.0,0.0,164967.21,Germany
738,44.0,2,0.0,2,1.0,0.0,43018.82,Spain
688,26.0,8,146133.39,1,1.0,1.0,175296.76,Germany
690,36.0,10,91760.11,1,1.0,1.0,135784.94,Spain
633,29.0,7,169988.35,1,1.0,0.0,4272.0,France
713,47.0,1,0.0,1,1.0,0.0,107825.08,Spain
835,29.0,10,130420.2,2,0.0,0.0,106276.55,Germany
580,57.0,0,136820.99,1,0.0,1.0,108528.74,Spain
547,49.0,8,121537.71,2,1.0,0.0,46521.45,Germany
528,39.0,0,127631.62,1,0.0,1.0,22197.8,Germany
715,38.0,2,96798.79,2,1.0,1.0,4554.67,Spain
630,50.0,1,81947.76,1,0.0,1.0,63606.22,France
507,29.0,6,0.0,2,0.0,1.0,94780.9,Spain
731,40.0,5,171325.98,1,1.0,1.0,159718.27,Spain
745,47.0,5,0.0,2,0.0,0.0,145789.71,France
718,48.0,9,0.0,2,1.0,1.0,72105.63,France
588,59.0,4,0.0,2,1.0,1.0,27435.41,Spain
712,29.0,7,147199.07,1,1.0,1.0,84932.4,Germany
775,30.0,10,191091.74,2,1.0,1.0,96170.38,France
596,34.0,4,99441.21,2,0.0,1.0,4802.27,Germany
679,42.0,2,0.0,1,1.0,1.0,168294.27,Spain
719,40.0,9,0.0,2,1.0,0.0,182224.14,Spain
697,33.0,1,87347.7,1,1.0,0.0,172524.51,France
728,42.0,8,0.0,2,0.0,1.0,41823.22,Spain
679,40.0,7,0.0,2,1.0,1.0,163757.29,Spain
835,23.0,9,0.0,1,1.0,0.0,19793.73,France
527,39.0,4,0.0,2,1.0,0.0,167183.07,France
696,40.0,3,153639.11,1,1.0,1.0,138351.68,Spain
646,38.0,7,0.0,2,1.0,0.0,1528.4,France
748,41.0,2,91621.69,1,1.0,1.0,71139.31,France
645,25.0,1,157404.02,2,1.0,0.0,93073.04,Germany
621,31.0,7,136658.61,1,1.0,1.0,148689.13,France
653,25.0,2,158266.42,3,1.0,1.0,199357.24,Germany
602,49.0,0,191808.73,1,0.0,0.0,97640.2,France
601,33.0,7,114430.18,2,1.0,1.0,153012.13,Germany
830,40.0,8,77701.64,1,0.0,1.0,19512.38,Germany
803,40.0,6,165526.71,1,1.0,0.0,12328.08,France
805,39.0,5,165272.13,1,1.0,0.0,14109.85,Spain
726,28.0,2,0.0,1,0.0,0.0,98060.51,France
794,41.0,7,176845.41,3,1.0,0.0,166526.26,France
524,29.0,7,0.0,2,1.0,1.0,105448.74,France
545,33.0,1,132527.9,2,0.0,1.0,107429.71,Germany
638,39.0,0,122501.28,2,1.0,1.0,95007.8,Germany
664,26.0,7,116244.14,2,1.0,1.0,95145.14,Germany
562,39.0,6,130565.02,1,1.0,0.0,9854.72,Germany
596,47.0,5,140187.1,2,1.0,1.0,174311.3,Germany
673,39.0,7,82255.51,2,1.0,0.0,109545.56,France
503,37.0,8,0.0,2,1.0,1.0,97893.32,France
567,41.0,1,0.0,2,1.0,0.0,3414.72,Spain
622,26.0,8,0.0,2,1.0,1.0,124964.82,Spain
672,28.0,6,0.0,1,0.0,1.0,8814.69,France
515,58.0,2,131852.81,1,1.0,0.0,81436.68,France
675,61.0,5,62055.17,3,1.0,0.0,166305.16,France
557,57.0,1,120043.13,1,1.0,0.0,132370.75,Germany
791,52.0,7,0.0,1,1.0,1.0,122782.5,France
579,40.0,10,45408.85,2,1.0,0.0,18732.91,Germany
693,47.0,8,107604.66,1,1.0,1.0,80149.27,Spain
699,36.0,6,147137.74,1,1.0,1.0,33687.9,Germany
504,32.0,8,170291.22,2,0.0,1.0,15658.99,Germany
742,35.0,5,136857.0,1,0.0,0.0,84509.57,Germany
579,36.0,9,129829.59,1,1.0,1.0,60906.12,France
528,23.0,7,104744.89,1,1.0,0.0,170262.97,Spain
717,64.0,10,98362.35,2,1.0,1.0,21630.21,Germany
706,38.0,5,163034.82,2,1.0,1.0,135662.17,Germany
618,54.0,4,118449.21,1,1.0,1.0,133573.29,Germany
796,51.0,6,0.0,2,0.0,1.0,194733.28,France
502,33.0,7,0.0,2,0.0,1.0,4082.52,France
539,37.0,2,127609.59,1,1.0,0.0,98646.22,France
525,23.0,5,0.0,2,1.0,0.0,160249.1,France
619,44.0,3,116967.68,1,1.0,0.0,5075.17,France
665,28.0,8,137300.23,1,1.0,0.0,90174.83,France
831,44.0,10,0.0,1,0.0,1.0,47729.33,Spain
758,34.0,1,154139.45,1,1.0,1.0,60728.89,France
517,62.0,1,43772.66,3,1.0,0.0,187756.24,France
427,40.0,8,0.0,2,1.0,1.0,82870.75,Spain
567,35.0,8,153137.74,1,1.0,0.0,88659.07,Spain
730,62.0,2,0.0,2,1.0,1.0,162889.1,Spain
684,41.0,6,135203.81,2,1.0,1.0,121967.88,France
608,28.0,9,0.0,2,1.0,1.0,125062.02,France
638,33.0,5,129335.65,1,1.0,1.0,56585.2,Germany
761,33.0,6,138053.79,2,1.0,0.0,148779.41,France
539,38.0,8,82407.51,1,1.0,0.0,13123.41,Germany
614,37.0,6,96340.81,2,1.0,1.0,139377.24,Germany
846,61.0,0,0.0,2,1.0,1.0,96202.44,Spain
575,57.0,8,137936.94,1,1.0,1.0,84475.13,France
718,33.0,7,102874.28,1,0.0,0.0,117841.06,France
680,34.0,3,143292.95,1,1.0,0.0,66526.01,France
553,25.0,7,128524.19,2,1.0,0.0,20682.46,Germany
678,26.0,5,111128.04,1,1.0,0.0,60941.27,France
477,58.0,8,145984.92,1,1.0,1.0,24564.7,Germany
757,44.0,9,0.0,2,1.0,0.0,177528.92,Spain
727,26.0,9,121508.28,1,1.0,1.0,146785.44,France
758,42.0,7,0.0,2,0.0,1.0,76209.56,France
612,33.0,0,64900.32,2,1.0,0.0,102426.12,France
806,31.0,10,138653.51,1,1.0,0.0,190803.37,Germany
685,33.0,1,0.0,3,0.0,1.0,70221.13,France
671,48.0,8,115713.84,2,0.0,0.0,83210.84,France
678,28.0,2,109137.12,1,1.0,1.0,58814.41,France
702,23.0,7,98775.23,1,1.0,0.0,114603.96,Germany
697,48.0,2,108128.96,2,1.0,1.0,103944.37,Germany
681,34.0,7,0.0,2,0.0,0.0,130686.59,France
470,25.0,8,127974.06,2,1.0,1.0,183259.35,France
780,33.0,6,145580.61,1,1.0,1.0,154598.56,Spain
510,52.0,6,191665.21,1,1.0,1.0,131312.56,France
746,24.0,10,68781.82,1,0.0,1.0,47997.39,Spain
673,34.0,8,42157.08,1,1.0,0.0,20598.59,France
583,40.0,4,55776.39,2,1.0,0.0,26920.43,France
661,44.0,1,141136.62,1,1.0,0.0,189742.78,Germany
659,31.0,4,118342.26,1,0.0,0.0,161574.19,France
698,50.0,1,0.0,4,1.0,0.0,88566.9,Spain
697,25.0,4,165686.11,2,1.0,0.0,15467.98,France
755,38.0,1,82083.52,1,0.0,1.0,10333.78,Germany
554,45.0,4,0.0,2,1.0,1.0,193412.05,Spain
720,23.0,0,187861.18,2,1.0,1.0,104120.17,Germany
582,25.0,9,148042.97,2,1.0,0.0,52341.15,Spain
612,42.0,5,141927.1,1,1.0,1.0,43018.98,Germany
686,32.0,6,0.0,2,1.0,1.0,179093.26,France
519,36.0,9,0.0,2,0.0,1.0,145562.4,France
767,35.0,2,0.0,2,0.0,0.0,144251.38,France
648,38.0,10,82697.28,1,1.0,0.0,74846.67,France
712,37.0,1,106881.5,2,0.0,0.0,169386.81,France
611,61.0,3,131583.59,4,0.0,1.0,66238.23,France
643,34.0,3,83132.09,1,1.0,1.0,21360.88,Spain
474,26.0,6,0.0,2,0.0,0.0,152491.22,France
850,36.0,3,169025.83,1,1.0,0.0,174235.06,Germany
718,31.0,0,118100.59,2,1.0,0.0,103165.15,France
548,36.0,2,108913.84,2,1.0,1.0,140460.01,Germany
569,37.0,9,178755.84,1,1.0,0.0,199929.17,France
550,62.0,7,80927.56,1,0.0,1.0,64490.67,Spain
689,40.0,2,0.0,2,1.0,1.0,164768.82,Spain
637,36.0,10,145750.45,2,1.0,1.0,96660.76,Germany
669,26.0,4,0.0,2,1.0,1.0,197594.34,France
660,35.0,7,0.0,2,1.0,0.0,13218.6,France
726,51.0,8,107494.86,2,1.0,0.0,140937.91,Germany
469,33.0,1,127818.52,1,1.0,0.0,163477.22,France
637,55.0,1,123378.2,1,1.0,0.0,81431.99,Germany
520,35.0,4,115680.81,1,1.0,1.0,90280.7,Spain
725,66.0,4,86459.8,1,1.0,1.0,141476.56,France
631,32.0,10,0.0,2,0.0,1.0,196342.66,France
675,39.0,6,0.0,2,0.0,0.0,83419.15,France
665,32.0,10,0.0,1,1.0,1.0,22487.45,Spain
521,39.0,6,0.0,2,0.0,1.0,27375.15,France
850,39.0,4,127771.35,2,0.0,1.0,151738.54,France
658,40.0,7,140596.95,1,0.0,1.0,135459.02,France
671,32.0,6,123912.78,2,1.0,1.0,146636.44,Spain
652,40.0,4,79927.36,2,1.0,1.0,33524.6,France
649,78.0,4,68345.86,2,1.0,1.0,142566.75,Germany
587,44.0,5,125584.17,2,1.0,1.0,41852.24,Germany
652,37.0,9,145219.3,1,1.0,0.0,159132.83,Germany
617,34.0,1,61687.33,2,1.0,0.0,105965.25,France
600,37.0,4,0.0,3,1.0,0.0,7312.25,France
742,35.0,2,79126.17,1,1.0,1.0,126997.53,France
709,32.0,7,0.0,2,1.0,1.0,199418.02,France
710,33.0,10,118327.17,2,1.0,1.0,192928.82,France
757,57.0,3,89079.41,1,1.0,1.0,53179.21,France
571,40.0,10,112896.86,1,1.0,1.0,121402.53,France
526,50.0,5,124233.24,1,0.0,1.0,159456.87,Germany
473,48.0,8,0.0,2,1.0,0.0,71139.8,Spain
717,28.0,1,90537.16,1,0.0,1.0,74800.99,France
632,41.0,8,127205.32,4,1.0,0.0,93874.87,Germany
675,29.0,8,121326.42,1,1.0,0.0,133457.52,Germany
642,34.0,8,0.0,1,1.0,0.0,72085.1,Spain
733,48.0,5,0.0,1,0.0,1.0,117830.57,France
502,64.0,3,139663.37,1,0.0,1.0,100995.11,France
731,26.0,3,0.0,2,1.0,0.0,37697.29,Spain
785,41.0,7,0.0,2,1.0,1.0,199108.88,Spain
850,37.0,9,122506.38,1,0.0,1.0,199693.84,Germany
723,38.0,6,0.0,2,1.0,1.0,94415.6,Spain
777,37.0,10,121532.17,2,1.0,1.0,73464.88,Germany
557,32.0,3,123502.53,1,1.0,1.0,69826.8,France
775,42.0,6,133970.22,2,0.0,1.0,187839.9,France
540,67.0,1,88382.01,1,0.0,1.0,59457.0,Spain
727,32.0,1,59271.82,1,1.0,1.0,46019.43,France
736,63.0,10,0.0,2,0.0,1.0,502.7,France
757,36.0,7,144852.06,1,0.0,0.0,130861.95,France
662,29.0,5,147092.65,1,1.0,0.0,10928.3,France
677,28.0,0,143988.0,2,1.0,0.0,8755.69,Germany
506,50.0,3,0.0,2,1.0,0.0,12016.79,Spain
625,41.0,6,97663.16,2,1.0,0.0,57128.78,France
631,29.0,7,0.0,2,0.0,1.0,125877.22,France
850,33.0,0,124781.67,1,0.0,1.0,33700.52,France
732,29.0,1,154333.82,1,1.0,1.0,138527.56,Germany
428,62.0,1,107735.93,1,0.0,1.0,58381.77,France
722,32.0,4,0.0,2,1.0,1.0,113666.48,Spain
601,42.0,1,98495.72,1,1.0,0.0,40014.76,Germany
607,21.0,0,0.0,2,1.0,0.0,116106.52,France
726,33.0,7,99046.31,2,1.0,1.0,56053.06,Germany
592,38.0,8,0.0,2,1.0,0.0,180426.2,Spain
581,37.0,7,0.0,2,1.0,1.0,74320.75,France
613,50.0,5,101242.98,2,1.0,0.0,12493.61,Germany
581,31.0,6,0.0,2,1.0,0.0,188377.21,Spain
850,38.0,7,101985.81,2,0.0,0.0,43801.27,Germany
674,36.0,6,100762.64,1,1.0,0.0,182156.86,Germany
699,37.0,10,0.0,2,0.0,0.0,83263.04,France
699,41.0,1,200117.76,2,1.0,0.0,94142.35,Germany
653,38.0,9,149571.94,1,1.0,0.0,118383.18,Spain
850,37.0,4,126872.6,1,1.0,0.0,197266.58,France
655,78.0,2,0.0,2,0.0,1.0,188435.38,Spain
684,41.0,2,119782.72,2,0.0,0.0,120284.67,Spain
626,33.0,8,0.0,2,1.0,0.0,138504.28,France
790,29.0,3,46057.96,2,1.0,1.0,189777.66,Spain
707,37.0,1,0.0,2,0.0,1.0,6035.51,France
556,42.0,0,115915.53,2,0.0,1.0,125435.47,Germany
676,38.0,8,0.0,2,1.0,1.0,133692.88,France
775,70.0,6,119684.88,2,1.0,1.0,74532.02,Germany
562,45.0,6,136855.24,1,1.0,0.0,46864.0,France
429,39.0,6,48023.83,1,1.0,0.0,74870.99,France
789,33.0,8,151607.56,1,1.0,0.0,4389.4,Germany
484,50.0,2,90408.16,2,0.0,0.0,48170.57,France
567,40.0,4,118628.8,1,0.0,0.0,91973.63,Spain
584,35.0,9,0.0,2,1.0,0.0,192381.21,France
648,28.0,8,90371.09,1,1.0,1.0,146851.73,Germany
436,45.0,3,104339.11,2,1.0,1.0,183540.22,Germany
670,31.0,2,57530.06,1,1.0,1.0,181893.31,France
706,34.0,8,0.0,2,1.0,1.0,37479.97,France
603,46.0,2,0.0,2,1.0,1.0,59563.49,France
768,26.0,5,51116.26,1,1.0,1.0,70454.79,France
625,51.0,7,136294.97,1,1.0,0.0,38867.46,France
790,26.0,5,0.0,1,1.0,0.0,20510.79,France
630,53.0,5,138053.67,1,0.0,1.0,114110.97,France
563,34.0,6,139810.34,1,1.0,1.0,152417.79,France
753,32.0,6,177729.13,1,1.0,1.0,161642.08,France
763,67.0,9,148564.66,1,0.0,1.0,87236.4,Spain
743,36.0,8,92716.96,1,1.0,1.0,33693.78,Spain
626,34.0,3,0.0,2,1.0,1.0,37870.29,France
618,32.0,5,133476.09,1,0.0,1.0,154843.4,Spain
614,44.0,6,0.0,2,0.0,1.0,104930.46,France
697,31.0,3,108805.42,2,0.0,1.0,123825.83,Germany
543,71.0,1,104308.77,1,1.0,1.0,25650.04,France
841,41.0,1,0.0,2,0.0,1.0,193093.77,Spain
780,76.0,10,121313.88,1,0.0,1.0,64872.33,France
681,30.0,2,128393.29,1,1.0,1.0,180593.45,Spain
603,31.0,4,0.0,2,0.0,1.0,9607.1,France
506,57.0,6,0.0,2,0.0,1.0,194421.12,France
760,34.0,2,0.0,2,1.0,0.0,164162.44,France
678,40.0,1,0.0,2,1.0,1.0,187343.4,France
741,35.0,6,74371.49,1,0.0,0.0,99595.67,Spain
791,31.0,1,130240.33,1,0.0,0.0,96546.55,Germany
754,65.0,1,136186.44,1,1.0,1.0,121529.59,Germany
592,31.0,7,124593.23,1,1.0,0.0,86079.67,Germany
680,44.0,3,0.0,2,1.0,0.0,86935.08,France
639,35.0,10,128173.9,2,1.0,0.0,59093.39,Germany
649,36.0,6,86607.39,1,0.0,0.0,19825.09,Spain
850,30.0,6,86449.39,1,1.0,1.0,188809.23,France
627,25.0,4,0.0,1,1.0,1.0,194313.93,Spain
606,31.0,10,0.0,2,1.0,0.0,195209.4,France
761,36.0,9,127637.92,1,1.0,1.0,81062.93,France
769,60.0,9,148846.39,1,1.0,0.0,192831.67,Germany
670,35.0,2,79585.96,1,0.0,1.0,198802.9,Germany
630,21.0,1,85818.18,1,1.0,1.0,133102.3,Spain
769,34.0,7,137239.17,1,1.0,1.0,71379.92,Germany
563,26.0,7,0.0,2,0.0,0.0,6139.74,Spain
652,58.0,6,0.0,2,0.0,1.0,170025.43,Spain
772,48.0,6,108736.52,1,1.0,0.0,184564.67,Germany
740,36.0,4,109044.6,1,0.0,0.0,94554.74,Germany
693,39.0,0,0.0,2,0.0,0.0,81901.6,Spain
439,52.0,3,96196.24,4,1.0,0.0,198874.52,Spain
676,20.0,1,80569.73,1,0.0,0.0,68621.98,France
506,41.0,3,57745.76,1,1.0,0.0,4035.46,Germany
612,42.0,10,75497.51,1,0.0,0.0,149682.78,France
746,30.0,1,112666.67,1,0.0,0.0,11710.4,Spain
779,29.0,3,46388.16,3,1.0,0.0,127939.26,France
686,41.0,7,102749.72,1,0.0,1.0,194913.86,Spain
839,51.0,3,0.0,1,1.0,1.0,69101.23,France
630,67.0,5,0.0,2,1.0,1.0,27330.27,France
561,35.0,5,0.0,2,1.0,0.0,59981.62,France
521,41.0,2,0.0,2,1.0,1.0,113089.43,France
710,28.0,6,0.0,1,1.0,0.0,48426.98,Spain
698,27.0,6,125427.37,2,0.0,0.0,27654.44,Spain
651,38.0,2,0.0,3,1.0,0.0,67029.82,Spain
586,56.0,9,100781.75,2,1.0,1.0,54448.41,Germany
549,52.0,1,0.0,1,0.0,1.0,8636.05,France
719,33.0,7,0.0,2,1.0,0.0,20016.59,Spain
565,31.0,2,89558.39,2,1.0,1.0,4441.54,Germany
578,34.0,4,175111.11,1,1.0,1.0,74858.3,France
724,36.0,1,0.0,2,1.0,0.0,52462.25,Spain
408,84.0,8,87873.39,1,0.0,0.0,188484.52,France
758,56.0,1,0.0,2,1.0,1.0,10643.38,Spain
674,22.0,3,0.0,1,1.0,1.0,173940.59,France
773,25.0,1,124532.78,2,0.0,1.0,11723.57,France
437,43.0,6,0.0,1,1.0,0.0,148330.97,France
560,57.0,0,0.0,2,0.0,1.0,116781.71,France
603,24.0,3,0.0,1,1.0,1.0,198826.03,France
840,43.0,7,0.0,2,1.0,0.0,90908.95,France
700,26.0,2,0.0,2,0.0,0.0,50051.42,France
773,64.0,2,145578.28,1,0.0,1.0,186172.85,France
684,40.0,2,70291.02,1,1.0,1.0,115468.84,Spain
701,44.0,7,0.0,2,1.0,0.0,23425.78,France
743,34.0,1,131736.88,1,1.0,1.0,108543.21,Germany
575,41.0,2,100062.39,1,0.0,0.0,126307.25,Spain
804,25.0,7,108396.67,1,1.0,0.0,128276.95,France
730,42.0,4,0.0,2,0.0,1.0,85982.47,Spain
648,36.0,8,146943.38,2,1.0,1.0,130041.45,Spain
755,31.0,5,0.0,2,0.0,1.0,194660.78,France
613,30.0,5,131563.88,2,1.0,0.0,170638.98,Germany
730,22.0,9,65763.57,1,1.0,1.0,145792.01,France
752,37.0,5,113291.05,2,1.0,1.0,132467.54,Germany
583,29.0,10,0.0,2,1.0,1.0,111285.85,France
746,47.0,8,142382.03,1,1.0,1.0,62086.62,France
650,45.0,9,152367.21,3,1.0,0.0,150835.21,Germany
499,28.0,4,141792.61,1,1.0,1.0,22001.91,France
600,49.0,7,90218.9,1,1.0,0.0,91347.76,France
646,50.0,5,142644.64,2,1.0,1.0,142208.5,Spain
760,32.0,7,0.0,2,1.0,1.0,105969.05,France
748,49.0,7,29602.08,1,0.0,0.0,163550.58,France
755,23.0,5,84284.48,2,1.0,1.0,62851.6,France
756,38.0,6,119208.85,1,1.0,0.0,169763.89,Spain
776,30.0,6,0.0,2,0.0,1.0,63908.86,Spain
640,33.0,7,154575.76,1,1.0,0.0,25722.28,France
635,48.0,8,130796.33,2,1.0,1.0,43250.3,France
848,31.0,4,90018.45,2,1.0,0.0,193132.98,Germany
509,31.0,3,0.0,2,1.0,0.0,15360.91,France
605,28.0,6,0.0,2,0.0,0.0,159508.52,France
555,51.0,5,0.0,3,1.0,0.0,189122.89,France
540,39.0,2,0.0,2,1.0,0.0,81995.92,Spain
682,54.0,0,83102.72,2,1.0,1.0,54132.93,Spain
602,42.0,10,0.0,2,0.0,0.0,169921.11,France
832,61.0,2,0.0,1,0.0,1.0,127804.66,France
797,29.0,1,0.0,1,0.0,1.0,149991.32,France
676,28.0,1,69459.05,2,1.0,1.0,128461.29,Germany
710,24.0,7,103099.17,2,1.0,0.0,173276.62,Germany
529,22.0,5,0.0,1,1.0,0.0,151169.83,France
520,30.0,3,143396.54,2,1.0,1.0,898.51,France
743,25.0,6,0.0,2,1.0,0.0,129740.11,Spain
666,41.0,10,141162.08,1,1.0,0.0,50908.48,France
715,32.0,3,104857.19,2,1.0,0.0,114149.8,Germany
668,32.0,2,0.0,2,1.0,1.0,40652.33,France
672,34.0,1,142151.75,2,1.0,1.0,168753.34,France
632,48.0,6,126066.26,1,1.0,0.0,64345.61,Germany
689,28.0,3,0.0,2,1.0,1.0,192449.02,Spain
