CustomerID,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashBackAmount,Churn
57464,5,Mobile Phone,3,26,Credit Card,Female,2,4,Laptop & Accessory,1,Married,4,0,23,0,4,4,134.35,1
57465,5,Mobile Phone,2,12,COD,Male,1,4,Laptop & Accessory,2,Single,4,0,21,2,5,2,114.68,0
57466,5,Computer,1,18,E Wallet,Male,5,2,Fashion,5,Married,2,0,18,1,3,3,148.05,0
57467,21,Mobile Phone,1,9,UPI,Female,4,2,Grocery,4,Single,4,0,13,2,6,16,212.63,0
57468,12,Mobile Phone,2,10,Credit Card,Male,1,3,Fashion,5,Married,3,0,22,0,4,2,143.27,0
57469,11,Phone,2,11,Credit Card,Male,2,6,Laptop & Accessory,3,Married,3,0,15,5,6,19,146.25,0
57470,4,Mobile Phone,1,14,E Wallet,Male,2,1,Laptop & Accessory,5,Divorced,1,0,21,4,8,6,134.44,1
57471,20,Computer,3,14,E Wallet,Male,4,4,Others,5,Single,4,0,20,1,3,10,169.39,1
57472,0,Mobile Phone,3,33,Credit Card,Female,3,3,Fashion,5,Single,4,0,16,3,5,10,142.87,1
57473,24,Mobile Phone,1,18,Credit Card,Female,3,2,Fashion,1,Married,1,1,11,2,3,8,182.93,0
57474,8,Mobile Phone,2,16,Debit Card,Female,4,3,Grocery,4,Divorced,1,0,12,2,4,4,159.22,0
57475,6,Mobile Phone,1,21,Credit Card,Male,1,3,Others,2,Married,5,0,22,2,4,4,124.34,0
57476,8,Mobile Phone,3,10,Debit Card,Female,2,3,Mobile Phone,3,Married,3,0,16,2,4,8,135.8,0
57477,13,Mobile Phone,2,7,Credit Card,Female,2,5,Mobile Phone,4,Married,1,0,24,5,8,12,164.66,0
57478,0,Computer,1,16,UPI,Female,1,4,Laptop & Accessory,4,Single,2,0,24,0,2,15,120.92,0
57479,24,Computer,3,14,COD,Male,3,2,Others,5,Single,3,0,15,2,5,9,190.25,0
57480,7,Mobile Phone,3,8,Credit Card,Male,2,2,Laptop & Accessory,5,Single,6,1,23,1,4,6,154.03,0
57481,5,Computer,1,21,Debit Card,Female,3,2,Mobile Phone,4,Married,3,0,11,1,4,8,141.33,0
57482,1,Computer,1,12,Credit Card,Female,3,5,Fashion,2,Divorced,1,0,15,3,4,0,143.48,0
57483,6,Computer,1,13,E Wallet,Female,3,5,Others,3,Married,5,1,12,3,5,5,159.2,0
57484,8,Mobile Phone,2,14,Credit Card,Female,2,4,Mobile Phone,2,Divorced,2,0,16,2,6,23,146.82,1
57485,6,Computer,3,21,Debit Card,Male,3,6,Fashion,5,Single,4,0,22,3,4,20,136.33,0
57486,13,Mobile Phone,2,10,Debit Card,Male,2,2,Others,3,Married,1,0,17,5,8,8,167.41,0
57487,6,Mobile Phone,2,14,Credit Card,Male,4,4,Fashion,5,Married,4,0,26,3,6,10,168.15,1
57488,39,Mobile Phone,3,15,Debit Card,Female,3,3,Mobile Phone,5,Single,6,0,15,1,2,10,224.37,0
57489,10,Computer,2,17,Debit Card,Female,1,4,Fashion,2,Single,5,0,26,1,2,1,148.81,1
57490,19,Phone,2,9,UPI,Female,3,3,Grocery,1,Married,1,0,19,3,4,11,179.39,0
57491,1,Phone,2,13,E Wallet,Female,2,4,Laptop & Accessory,2,Married,3,0,19,1,4,3,158.09,1
57492,6,Mobile Phone,3,28,Debit Card,Female,2,3,Fashion,3,Married,3,1,13,0,3,7,167.44,1
57493,4,Phone,1,23,Credit Card,Female,2,6,Laptop & Accessory,4,Divorced,5,0,26,3,7,23,150.44,1
57494,10,Mobile Phone,1,29,Credit Card,Female,1,2,Fashion,4,Married,10,0,11,1,2,1,180.75,0
57495,23,Mobile Phone,1,17,Debit Card,Male,5,3,Grocery,4,Married,6,0,24,2,4,2,197.38,1
57496,0,Mobile Phone,3,15,E Wallet,Male,3,4,Fashion,5,Single,1,1,22,4,5,8,133.95,1
57497,0,Mobile Phone,2,10,Credit Card,Female,2,3,Mobile Phone,2,Single,4,0,16,1,3,4,136.19,0
57498,22,Computer,1,28,Credit Card,Male,3,2,Fashion,1,Single,6,0,12,6,9,5,200.31,0
57499,2,Mobile Phone,3,11,Debit Card,Female,3,3,Laptop & Accessory,2,Single,2,1,21,3,7,9,131.2,0
57500,13,Phone,3,13,Credit Card,Female,2,3,Fashion,5,Divorced,6,0,15,1,3,4,170.63,1
57501,9,Mobile Phone,3,15,UPI,Male,3,2,Laptop & Accessory,4,Married,6,1,26,0,4,19,167.91,1
57502,21,Mobile Phone,1,18,E Wallet,Female,3,4,Fashion,1,Single,3,0,24,3,7,8,178.75,0
57503,1,Phone,3,10,COD,Male,2,2,Laptop & Accessory,2,Single,6,0,23,2,3,6,123.51,1
57504,1,Mobile Phone,1,13,E Wallet,Male,3,4,Laptop & Accessory,5,Married,4,0,20,1,3,2,120.34,0
57505,9,Computer,1,12,Credit Card,Female,4,2,Mobile Phone,3,Divorced,3,1,25,2,4,1,170.43,0
57506,35,Computer,1,12,Debit Card,Male,2,3,Mobile Phone,3,Single,2,1,13,0,2,3,201.46,0
57507,6,Mobile Phone,2,10,E Wallet,Female,3,3,Mobile Phone,1,Married,3,1,22,0,1,15,163.81,1
57508,4,Computer,1,19,COD,Female,5,6,Fashion,3,Single,4,0,14,1,2,12,140.18,1
57509,11,Mobile Phone,2,22,Debit Card,Female,4,2,Laptop & Accessory,4,Married,3,1,22,1,2,4,158.0,0
57510,31,Computer,3,37,Credit Card,Male,3,3,Laptop & Accessory,5,Married,3,0,12,2,3,4,209.53,0
57511,21,Mobile Phone,1,19,Debit Card,Female,3,2,Laptop & Accessory,3,Married,5,0,18,2,3,0,171.43,0
57512,61,Mobile Phone,1,9,UPI,Female,3,4,Fashion,3,Single,9,0,20,4,7,1,280.0,0
57513,0,Mobile Phone,1,10,E Wallet,Female,5,4,Fashion,4,Single,4,0,24,1,4,11,114.5,1
57514,1,Mobile Phone,3,9,UPI,Female,2,4,Mobile Phone,3,Divorced,2,1,26,1,2,5,108.14,0
57515,11,Computer,1,20,Debit Card,Female,3,5,Mobile Phone,2,Single,5,0,24,1,2,23,161.77,1
57516,20,Phone,2,21,COD,Male,1,3,Mobile Phone,1,Married,5,1,22,2,5,12,183.81,1
57517,4,Computer,1,25,Debit Card,Male,2,3,Mobile Phone,2,Married,4,0,23,2,3,4,137.61,0
57518,3,Mobile Phone,3,13,Debit Card,Male,3,2,Fashion,5,Married,2,0,20,6,9,5,147.42,1
57519,18,Phone,1,17,Debit Card,Male,4,4,Laptop & Accessory,5,Married,3,0,16,3,7,6,176.7,0
57520,0,Mobile Phone,2,21,Debit Card,Male,1,3,Fashion,2,Married,2,1,23,0,1,12,119.2,1
57521,5,Computer,2,26,Debit Card,Female,2,3,Mobile Phone,4,Single,1,0,26,4,6,2,152.24,0
57522,8,Computer,3,23,Credit Card,Female,2,2,Fashion,4,Married,4,0,21,4,6,2,157.79,0
57523,9,Mobile Phone,1,19,E Wallet,Male,4,4,Grocery,5,Married,4,0,14,1,5,1,146.0,1
57524,15,Computer,2,21,UPI,Male,3,3,Grocery,1,Married,2,1,25,2,4,15,167.33,1
57525,5,Mobile Phone,1,21,Credit Card,Female,3,3,Grocery,3,Divorced,3,1,14,3,7,35,143.63,0
57526,11,Computer,3,16,Debit Card,Male,4,3,Mobile Phone,4,Married,3,0,17,5,7,3,196.01,0
57527,10,Computer,2,13,Debit Card,Male,3,2,Mobile Phone,4,Divorced,5,0,20,2,4,7,170.93,0
57528,9,Phone,2,15,Credit Card,Male,4,4,Laptop & Accessory,4,Single,1,1,18,4,6,1,183.21,0
57529,12,Computer,2,16,E Wallet,Male,4,4,Laptop & Accessory,2,Single,5,0,16,2,6,9,158.88,0
57530,3,Mobile Phone,1,7,E Wallet,Male,2,3,Mobile Phone,4,Single,2,0,20,0,3,13,130.86,1
57531,1,Computer,1,8,Credit Card,Male,3,5,Others,4,Single,3,0,12,1,2,6,138.32,0
57532,1,Mobile Phone,2,10,Debit Card,Male,3,2,Fashion,3,Married,3,0,24,2,5,3,120.76,1
57533,3,Mobile Phone,3,30,Credit Card,Female,3,3,Mobile Phone,3,Married,4,0,14,1,4,5,138.16,0
57534,8,Phone,1,10,Credit Card,Male,3,1,Laptop & Accessory,3,Married,4,0,21,2,3,10,177.13,0
57535,22,Phone,3,15,Credit Card,Male,1,3,Laptop & Accessory,2,Married,4,0,23,1,4,9,204.79,0
57536,14,Computer,1,17,Debit Card,Male,4,6,Laptop & Accessory,4,Married,8,0,23,3,5,18,165.76,1
57537,18,Mobile Phone,3,17,Debit Card,Male,2,3,Mobile Phone,3,Single,4,1,24,4,7,24,188.33,0
57538,5,Computer,1,13,COD,Male,3,3,Fashion,1,Single,4,1,20,0,1,6,130.39,0
57539,6,Phone,1,22,Credit Card,Male,2,3,Mobile Phone,5,Single,1,1,26,2,5,12,172.3,0
57540,6,Mobile Phone,2,17,E Wallet,Male,3,1,Laptop & Accessory,4,Married,2,0,14,1,5,11,151.44,1
57541,2,Mobile Phone,3,13,Credit Card,Male,5,3,Laptop & Accessory,3,Divorced,3,1,25,4,8,8,165.39,0
57542,0,Computer,3,19,Credit Card,Male,3,3,Laptop & Accessory,4,Single,2,0,14,5,7,9,168.11,0
57543,10,Computer,2,29,Credit Card,Female,3,3,Mobile Phone,2,Single,4,0,16,0,4,13,154.72,1
57544,54,Phone,2,8,Debit Card,Male,2,3,Laptop & Accessory,5,Married,2,0,21,2,3,19,254.16,0
57545,2,Mobile Phone,1,13,Credit Card,Female,3,2,Laptop & Accessory,1,Divorced,2,0,22,4,8,7,143.85,0
57546,0,Computer,1,16,Credit Card,Female,4,3,Mobile Phone,5,Married,1,0,11,2,4,21,126.2,1
57547,18,Computer,1,15,Credit Card,Male,4,3,Mobile Phone,5,Single,2,0,26,4,7,5,196.76,0
57548,3,Mobile Phone,2,20,Debit Card,Male,3,2,Laptop & Accessory,2,Married,3,0,26,2,6,11,107.75,0
57549,21,Computer,2,11,E Wallet,Male,4,3,Laptop & Accessory,4,Single,3,0,22,1,5,6,201.04,0
57550,14,Mobile Phone,3,14,Credit Card,Male,1,5,Laptop & Accessory,5,Married,2,0,19,4,8,5,203.42,0
57551,34,Mobile Phone,3,9,Debit Card,Male,3,5,Laptop & Accessory,5,Married,2,0,11,4,8,3,215.32,0
57552,6,Mobile Phone,1,15,E Wallet,Male,3,4,Grocery,4,Single,3,0,15,2,6,10,141.12,1
57553,13,Mobile Phone,3,16,E Wallet,Female,2,2,Mobile Phone,3,Single,1,0,26,0,2,13,135.02,0
57554,7,Computer,1,13,UPI,Female,4,4,Mobile Phone,1,Single,2,1,20,3,4,4,135.64,1
57555,11,Phone,3,10,Credit Card,Male,4,3,Mobile Phone,3,Married,2,0,17,3,4,0,181.42,0
57556,7,Mobile Phone,1,9,Debit Card,Female,4,5,Laptop & Accessory,3,Married,3,0,11,1,4,5,133.39,0
57557,2,Mobile Phone,3,10,UPI,Male,1,3,Grocery,1,Single,5,0,14,2,4,6,139.28,1
57558,8,Mobile Phone,2,14,Debit Card,Male,2,2,Others,2,Married,4,1,24,1,4,7,132.84,0
57559,9,Computer,2,11,E Wallet,Male,3,2,Laptop & Accessory,4,Divorced,3,0,21,3,5,2,160.0,0
57560,19,Phone,2,17,Debit Card,Male,3,2,Grocery,2,Married,3,0,24,3,5,7,175.34,0
57561,15,Computer,1,20,E Wallet,Male,3,2,Fashion,1,Divorced,4,0,26,3,4,17,184.53,0
57562,13,Computer,1,9,UPI,Male,1,4,Grocery,4,Married,3,0,17,0,1,11,162.89,0
57563,1,Computer,2,14,Credit Card,Male,3,2,Mobile Phone,4,Single,1,0,25,2,6,14,153.01,1
57564,15,Mobile Phone,3,13,Credit Card,Male,4,2,Fashion,1,Single,3,0,22,1,4,5,167.47,1
57565,8,Computer,1,14,COD,Female,3,3,Laptop & Accessory,4,Married,3,1,16,2,6,5,144.13,0
57566,26,Computer,1,13,Debit Card,Male,3,3,Others,4,Single,3,1,16,3,4,6,192.54,1
57567,30,Computer,2,12,Credit Card,Female,3,1,Fashion,3,Single,1,0,23,3,4,5,225.26,0
57568,0,Computer,2,14,COD,Male,4,2,Laptop & Accessory,1,Single,8,0,15,2,3,15,115.51,0
57569,20,Computer,2,17,E Wallet,Male,4,1,Grocery,5,Single,2,1,17,1,3,4,170.84,0
57570,0,Computer,3,17,Credit Card,Female,3,4,Others,1,Divorced,9,0,13,1,5,4,145.77,0
57571,5,Phone,2,16,E Wallet,Male,2,5,Mobile Phone,4,Married,5,1,15,2,3,6,133.15,1
57572,9,Phone,1,12,Credit Card,Male,2,3,Mobile Phone,4,Single,2,0,25,3,7,0,176.23,0
57573,1,Computer,1,9,Debit Card,Male,3,3,Others,5,Single,6,0,26,2,3,7,139.49,0
57574,16,Mobile Phone,2,16,Debit Card,Male,1,4,Mobile Phone,5,Single,2,0,18,5,9,9,189.36,1
57575,0,Mobile Phone,2,15,Credit Card,Female,3,1,Fashion,2,Married,1,1,11,2,3,13,144.89,1
57576,2,Computer,1,16,Credit Card,Female,3,2,Mobile Phone,2,Married,2,1,20,1,5,16,151.58,0
57577,10,Mobile Phone,3,30,Credit Card,Male,4,3,Laptop & Accessory,3,Married,1,1,11,4,7,8,149.45,1
57578,15,Mobile Phone,1,19,Credit Card,Female,2,4,Mobile Phone,5,Single,1,1,24,2,5,6,172.81,0
57579,29,Mobile Phone,2,14,Debit Card,Male,1,3,Grocery,4,Divorced,2,1,21,0,4,1,218.27,0
57580,14,Computer,1,21,Debit Card,Female,4,5,Laptop & Accessory,5,Married,2,1,12,4,6,6,156.18,0
57581,13,Mobile Phone,3,16,Credit Card,Male,1,3,Mobile Phone,2,Married,6,0,25,4,8,5,192.03,0
57582,6,Mobile Phone,3,19,Credit Card,Female,4,3,Grocery,1,Married,2,0,20,4,6,3,159.33,1
57583,0,Mobile Phone,1,15,Credit Card,Female,3,5,Mobile Phone,1,Married,10,0,14,1,2,1,135.54,1
57584,1,Computer,3,6,Credit Card,Male,1,4,Others,1,Married,1,0,17,1,5,5,144.84,0
57585,9,Mobile Phone,1,14,Credit Card,Male,2,1,Mobile Phone,4,Single,3,0,21,4,6,5,177.65,1
57586,13,Mobile Phone,2,16,Debit Card,Female,3,3,Fashion,5,Married,4,0,23,2,6,8,147.79,0
57587,6,Computer,3,12,UPI,Female,1,4,Laptop & Accessory,5,Single,2,0,21,6,9,1,165.01,0
57588,15,Computer,3,17,Debit Card,Male,4,1,Mobile Phone,3,Divorced,1,1,24,3,6,15,173.65,0
57589,8,Mobile Phone,3,12,COD,Male,4,4,Fashion,3,Divorced,3,0,21,1,5,17,136.71,0
57590,0,Computer,3,30,COD,Female,3,3,Laptop & Accessory,2,Single,3,0,24,1,2,8,148.88,0
57591,2,Mobile Phone,3,16,E Wallet,Male,4,1,Laptop & Accessory,3,Married,2,0,22,2,6,8,134.35,0
57592,21,Computer,1,14,Credit Card,Female,2,3,Laptop & Accessory,2,Single,2,0,18,1,5,2,194.83,0
57593,15,Mobile Phone,1,15,E Wallet,Male,4,3,Laptop & Accessory,3,Single,5,0,26,1,5,12,156.56,0
57594,27,Mobile Phone,2,12,UPI,Female,4,3,Laptop & Accessory,1,Single,7,0,21,1,5,2,190.25,0
57595,1,Computer,3,22,E Wallet,Female,3,3,Others,3,Married,4,0,17,1,3,7,123.0,0
57596,55,Computer,2,11,Debit Card,Female,2,4,Laptop & Accessory,5,Divorced,3,0,11,0,3,9,286.13,0
57597,2,Mobile Phone,1,27,Debit Card,Male,3,2,Fashion,5,Single,1,0,25,3,7,9,142.57,1
57598,0,Mobile Phone,3,23,Debit Card,Male,5,5,Mobile Phone,4,Married,1,0,19,2,5,2,120.49,0
57599,61,Computer,3,11,Debit Card,Male,1,3,Others,2,Married,3,0,21,0,2,8,276.08,0
57600,3,Computer,2,9,Debit Card,Male,2,4,Laptop & Accessory,2,Married,6,1,14,2,6,11,140.3,1
57601,13,Mobile Phone,1,11,Credit Card,Female,3,2,Mobile Phone,1,Married,4,1,21,5,7,0,179.65,0
57602,2,Computer,1,25,Credit Card,Female,3,3,Mobile Phone,3,Married,4,0,16,6,9,11,164.96,0
57603,10,Mobile Phone,1,14,E Wallet,Male,2,3,Fashion,3,Married,2,0,25,3,6,4,141.27,0
57604,28,Mobile Phone,2,8,Debit Card,Male,4,1,Mobile Phone,1,Married,1,0,13,1,2,12,187.77,0
57605,4,Mobile Phone,3,21,Debit Card,Female,4,3,Fashion,5,Married,5,1,19,6,7,1,144.56,1
57606,13,Mobile Phone,1,20,E Wallet,Male,1,4,Grocery,4,Single,1,0,14,1,5,5,150.19,0
57607,2,Mobile Phone,2,18,Credit Card,Female,5,1,Laptop & Accessory,3,Married,2,1,26,1,4,7,124.16,0
57608,11,Mobile Phone,2,29,E Wallet,Male,2,3,Grocery,5,Divorced,4,0,12,4,5,4,173.61,0
57609,4,Mobile Phone,1,18,Credit Card,Male,2,6,Mobile Phone,3,Married,4,1,24,2,4,22,148.02,1
57610,2,Mobile Phone,2,23,E Wallet,Female,1,3,Laptop & Accessory,4,Married,4,0,24,4,8,2,138.91,0
57611,4,Mobile Phone,3,13,E Wallet,Female,3,2,Laptop & Accessory,3,Single,1,1,25,2,3,4,130.41,1
57612,2,Mobile Phone,3,17,E Wallet,Male,5,3,Grocery,3,Married,1,0,25,1,3,8,151.81,1
57613,27,Computer,2,22,Debit Card,Female,2,3,Mobile Phone,1,Single,5,0,26,5,8,6,225.29,0
57614,6,Mobile Phone,3,8,UPI,Female,3,2,Laptop & Accessory,2,Married,2,0,12,0,1,3,138.61,0
57615,3,Computer,1,13,Credit Card,Female,2,2,Fashion,4,Divorced,3,0,16,1,2,6,124.99,0
57616,7,Mobile Phone,1,14,Debit Card,Female,1,3,Grocery,3,Married,5,1,24,2,6,0,171.94,0
57617,4,Mobile Phone,1,25,E Wallet,Male,5,3,Laptop & Accessory,1,Married,2,0,22,1,5,20,141.39,0
57618,16,Computer,1,16,Credit Card,Male,3,2,Mobile Phone,2,Single,1,1,14,2,4,3,162.0,0
57619,42,Phone,1,9,Debit Card,Male,3,5,Laptop & Accessory,4,Single,2,1,12,0,2,20,216.29,0
57620,6,Mobile Phone,1,11,E Wallet,Male,3,3,Mobile Phone,4,Married,3,1,21,2,3,15,125.91,0
57621,23,Mobile Phone,2,13,Credit Card,Male,2,2,Mobile Phone,4,Married,2,0,19,1,3,1,170.95,0
57622,10,Computer,2,13,E Wallet,Male,2,3,Laptop & Accessory,4,Married,2,1,19,1,5,12,164.82,1
57623,2,Phone,1,23,E Wallet,Male,2,4,Mobile Phone,5,Divorced,2,0,12,1,4,9,141.73,0
57624,14,Phone,1,20,Debit Card,Male,5,3,Mobile Phone,5,Married,4,1,23,0,3,2,191.99,0
57625,8,Mobile Phone,2,11,E Wallet,Female,3,2,Fashion,3,Married,3,0,17,3,5,11,172.55,0
57626,12,Mobile Phone,1,14,Credit Card,Female,3,3,Grocery,4,Single,2,1,16,1,2,4,151.74,1
57627,26,Computer,2,11,Credit Card,Female,3,2,Laptop & Accessory,4,Married,3,1,26,2,6,11,193.78,0
57628,6,Computer,3,19,Debit Card,Male,4,3,Mobile Phone,2,Married,4,1,25,4,6,8,172.0,0
57629,27,Computer,1,15,Credit Card,Female,2,3,Laptop & Accessory,4,Married,2,0,23,2,3,2,204.03,0
57630,16,Computer,1,10,E Wallet,Male,2,3,Others,4,Married,1,0,13,1,4,7,186.55,0
57631,8,Computer,1,27,COD,Male,2,4,Fashion,1,Married,3,1,20,4,8,14,157.52,1
57632,11,Mobile Phone,1,27,Credit Card,Male,4,3,Laptop & Accessory,3,Single,3,0,26,0,2,15,135.63,0
57633,4,Mobile Phone,3,10,Debit Card,Female,4,4,Mobile Phone,2,Single,3,0,20,1,4,7,135.69,1
57634,49,Computer,1,24,Credit Card,Female,3,1,Laptop & Accessory,5,Married,1,1,15,0,4,1,271.76,0
57635,13,Mobile Phone,2,11,Debit Card,Male,2,2,Fashion,1,Divorced,2,1,24,2,6,9,192.26,0
57636,0,Mobile Phone,3,18,Credit Card,Male,2,5,Mobile Phone,4,Single,1,0,21,3,5,2,141.62,0
57637,4,Mobile Phone,1,10,COD,Male,2,1,Fashion,3,Married,5,0,15,1,3,7,146.09,0
57638,11,Mobile Phone,1,10,Debit Card,Female,4,3,Fashion,1,Divorced,2,0,15,3,5,9,138.97,1
57639,0,Mobile Phone,3,11,Credit Card,Female,4,5,Laptop & Accessory,4,Single,5,1,23,1,5,6,138.78,1
57640,0,Computer,3,22,Credit Card,Female,3,4,Laptop & Accessory,2,Single,7,0,19,0,3,3,122.4,0
57641,7,Mobile Phone,1,7,Debit Card,Male,2,5,Grocery,4,Married,1,0,20,2,4,4,140.98,0
57642,4,Mobile Phone,1,18,Credit Card,Male,4,6,Laptop & Accessory,2,Single,2,0,21,2,6,8,150.05,0
57643,6,Mobile Phone,3,17,COD,Male,3,3,Fashion,3,Married,2,0,13,1,2,13,143.4,0
57644,3,Mobile Phone,1,23,Debit Card,Male,1,2,Laptop & Accessory,2,Single,3,0,12,2,6,1,140.07,1
57645,2,Phone,1,11,E Wallet,Male,2,2,Grocery,3,Divorced,1,0,19,3,6,5,139.13,0
57646,14,Computer,1,23,Debit Card,Male,3,2,Fashion,3,Single,6,0,12,1,5,4,164.71,1
57647,8,Mobile Phone,1,22,E Wallet,Male,4,3,Mobile Phone,3,Divorced,4,0,21,1,2,3,148.03,0
57648,2,Computer,1,13,Debit Card,Male,3,2,Fashion,1,Married,1,0,13,2,5,2,160.24,1
57649,4,Mobile Phone,2,19,Debit Card,Female,2,2,Laptop & Accessory,3,Married,1,0,24,0,2,4,156.84,0
57650,10,Phone,3,10,Debit Card,Female,2,3,Mobile Phone,2,Single,5,0,19,1,5,3,140.47,0
57651,0,Mobile Phone,2,13,Debit Card,Female,1,2,Grocery,3,Divorced,2,0,18,4,7,7,122.57,0
57652,1,Mobile Phone,1,11,COD,Male,4,1,Laptop & Accessory,5,Married,2,0,17,2,6,17,136.6,1
57653,0,Computer,2,9,Credit Card,Male,1,4,Laptop & Accessory,4,Married,4,0,12,2,4,2,120.04,0
57654,20,Computer,3,18,E Wallet,Female,1,4,Fashion,2,Married,1,0,17,2,3,1,177.97,0
57655,16,Mobile Phone,1,12,COD,Female,3,3,Fashion,2,Single,4,0,11,1,5,1,168.01,0
57656,16,Computer,1,24,Debit Card,Male,2,3,Laptop & Accessory,3,Single,2,0,15,1,5,4,181.3,0
57657,15,Mobile Phone,1,9,UPI,Female,2,2,Others,1,Married,1,0,12,2,5,6,175.92,1
57658,13,Phone,1,22,E Wallet,Female,3,3,Fashion,3,Single,1,0,22,4,8,4,157.28,0
57659,7,Mobile Phone,3,15,Credit Card,Male,4,1,Mobile Phone,3,Single,1,0,11,1,2,5,140.08,0
57660,12,Phone,2,16,UPI,Female,2,2,Mobile Phone,5,Married,3,0,17,3,5,9,157.14,1
57661,0,Mobile Phone,1,10,Debit Card,Female,5,1,Mobile Phone,1,Married,6,0,22,1,3,3,116.22,0
57662,11,Mobile Phone,3,14,Debit Card,Male,3,3,Laptop & Accessory,5,Divorced,4,1,24,0,3,4,163.17,0
57663,18,Phone,1,16,Debit Card,Male,4,3,Fashion,5,Single,3,0,17,1,3,9,176.3,0
57664,8,Phone,1,18,UPI,Female,3,3,Laptop & Accessory,3,Divorced,7,0,11,2,5,15,147.61,1
57665,5,Computer,1,18,Debit Card,Male,3,2,Fashion,3,Married,2,0,21,2,6,11,156.31,1
57666,3,Mobile Phone,2,17,COD,Male,5,2,Grocery,1,Single,5,1,22,1,4,3,145.91,0
57667,12,Mobile Phone,1,25,Debit Card,Female,3,3,Others,4,Single,1,0,21,4,8,9,162.64,0
57668,14,Mobile Phone,1,9,E Wallet,Female,2,4,Laptop & Accessory,4,Divorced,2,0,26,3,7,7,216.15,0
57669,24,Mobile Phone,1,8,E Wallet,Female,3,6,Fashion,4,Single,3,1,17,1,2,2,196.93,1
57670,5,Computer,1,27,COD,Male,2,2,Others,1,Married,1,0,13,2,5,1,138.59,1
57671,17,Mobile Phone,2,17,Credit Card,Male,2,5,Laptop & Accessory,4,Divorced,2,1,13,2,5,18,186.42,0
57672,9,Computer,3,23,Credit Card,Female,4,3,Laptop & Accessory,2,Single,4,1,13,1,2,7,134.17,1
57673,25,Computer,3,6,UPI,Male,3,3,Laptop & Accessory,2,Single,3,0,12,4,8,5,201.56,0
57674,9,Mobile Phone,2,16,COD,Male,2,4,Laptop & Accessory,3,Single,3,0,12,1,4,4,158.49,0
57675,8,Computer,3,7,Debit Card,Female,1,3,Mobile Phone,4,Single,1,0,23,2,6,3,163.72,0
57676,10,Computer,1,18,E Wallet,Male,3,2,Others,3,Married,2,0,13,1,3,13,165.4,0
57677,16,Computer,1,17,Debit Card,Female,2,2,Fashion,4,Single,4,0,25,4,8,2,139.92,0
57678,40,Mobile Phone,2,27,E Wallet,Female,1,4,Laptop & Accessory,4,Single,3,1,23,0,3,16,212.76,0
57679,0,Computer,1,16,E Wallet,Female,1,5,Mobile Phone,4,Married,1,1,15,1,3,11,141.72,1
57680,0,Mobile Phone,2,23,E Wallet,Male,3,2,Grocery,2,Divorced,3,0,22,0,3,12,125.91,0
57681,33,Mobile Phone,1,20,Credit Card,Male,3,3,Mobile Phone,4,Married,1,1,11,2,6,19,232.04,0
57682,9,Computer,1,14,Debit Card,Male,2,1,Laptop & Accessory,4,Married,1,1,17,1,3,6,153.14,0
57683,11,Computer,2,17,Credit Card,Male,4,4,Others,1,Single,6,0,13,3,6,9,164.03,0
57684,7,Mobile Phone,3,25,E Wallet,Female,4,4,Mobile Phone,5,Married,7,0,12,2,6,2,146.59,0
57685,1,Computer,1,41,COD,Male,3,4,Mobile Phone,1,Single,3,0,14,4,6,11,129.96,1
57686,17,Phone,1,20,Credit Card,Female,2,4,Mobile Phone,4,Married,3,0,24,1,4,5,189.83,0
57687,16,Mobile Phone,3,23,Debit Card,Male,3,3,Mobile Phone,3,Divorced,2,1,17,2,6,6,184.77,0
57688,4,Computer,1,19,Debit Card,Male,4,2,Fashion,2,Single,5,0,24,1,5,12,144.37,1
57689,4,Computer,1,24,E Wallet,Female,1,5,Mobile Phone,3,Married,3,0,26,1,3,8,133.81,1
57690,21,Computer,1,7,Credit Card,Female,3,2,Mobile Phone,5,Married,6,0,24,1,3,13,179.28,1
57691,0,Mobile Phone,3,17,E Wallet,Female,3,2,Laptop & Accessory,5,Married,2,1,17,0,3,5,112.25,1
57692,25,Mobile Phone,3,15,Debit Card,Male,4,3,Mobile Phone,3,Married,1,0,26,1,5,28,184.12,1
57693,3,Phone,2,15,Debit Card,Male,2,3,Others,3,Married,9,0,16,3,4,4,153.25,0
57694,10,Mobile Phone,1,17,COD,Male,2,1,Laptop & Accessory,2,Single,3,0,20,3,7,11,155.33,1
57695,32,Mobile Phone,1,17,UPI,Female,2,4,Grocery,3,Single,3,0,23,3,5,7,212.93,0
57696,13,Computer,1,17,Credit Card,Male,4,2,Laptop & Accessory,4,Married,2,1,11,1,3,14,166.89,1
57697,6,Mobile Phone,3,5,Credit Card,Male,2,3,Laptop & Accessory,3,Married,1,0,23,2,3,4,150.9,0
57698,14,Computer,2,25,COD,Female,4,3,Laptop & Accessory,4,Married,5,0,25,3,7,8,155.23,0
57699,5,Computer,1,22,Debit Card,Female,5,4,Others,4,Single,1,0,15,0,3,5,129.93,1
57700,3,Computer,2,9,UPI,Male,4,2,Fashion,2,Single,3,0,11,2,4,7,142.82,1
