Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,Complain,OrderAmountHikeFromlastYear,DaySinceLastOrder,CashBackAmount,CityTier,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
1,28,2,4,2,1,17,4,118.36,3,Debit Card,Male,Fashion,Married
23,23,3,3,1,1,26,3,161.35,2,UPI,Male,Fashion,Single
3,14,2,2,3,0,20,12,135.03,3,E Wallet,Female,Grocery,Married
4,18,1,3,3,0,12,5,148.37,1,E Wallet,Female,Fashion,Married
11,15,3,3,4,0,20,6,131.83,1,Credit Card,Female,Laptop & Accessory,Divorced
17,21,3,4,5,0,17,12,180.84,2,UPI,Male,Grocery,Married
9,13,3,2,1,0,15,8,154.33,3,Debit Card,Male,Laptop & Accessory,Single
0,10,2,1,1,1,13,4,159.59,1,E Wallet,Female,Others,Single
0,7,2,3,1,0,24,6,147.97,2,E Wallet,Male,Others,Single
8,12,4,3,2,1,23,6,158.51,2,Debit Card,Male,Laptop & Accessory,Single
16,15,3,3,2,0,18,5,195.38,1,Credit Card,Male,Laptop & Accessory,Single
11,18,3,2,2,0,24,8,171.03,2,Credit Card,Male,Others,Married
8,12,3,4,5,0,23,6,152.22,2,Credit Card,Female,Fashion,Single
15,15,4,3,3,0,26,12,156.56,1,E Wallet,Male,Laptop & Accessory,Single
18,16,2,1,5,0,17,4,180.91,3,Credit Card,Female,Laptop & Accessory,Divorced
2,22,3,5,1,0,18,3,166.37,2,Debit Card,Female,Laptop & Accessory,Divorced
5,27,3,1,1,1,23,2,132.81,3,Debit Card,Female,Laptop & Accessory,Married
20,11,3,3,3,0,16,8,189.94,2,COD,Male,Laptop & Accessory,Single
19,13,3,2,2,0,23,7,165.9,3,E Wallet,Male,Others,Single
10,31,1,3,5,0,15,17,160.66,3,Credit Card,Male,Laptop & Accessory,Married
2,12,2,3,4,0,19,3,140.06,2,Credit Card,Male,Mobile Phone,Single
0,21,4,5,3,0,18,9,158.81,1,COD,Female,Mobile Phone,Married
4,13,2,5,4,0,17,10,124.58,3,Credit Card,Female,Laptop & Accessory,Married
46,21,1,2,3,1,21,7,238.31,1,E Wallet,Female,Laptop & Accessory,Divorced
18,8,1,3,4,0,19,5,168.47,1,E Wallet,Male,Laptop & Accessory,Married
22,8,4,4,3,0,22,3,196.12,1,Credit Card,Female,Laptop & Accessory,Divorced
5,14,5,5,2,0,22,9,133.69,3,UPI,Male,Fashion,Divorced
4,15,3,2,2,0,16,12,164.29,2,COD,Male,Others,Single
9,20,3,2,4,1,20,8,155.36,1,Debit Card,Female,Fashion,Divorced
8,38,4,3,2,0,13,4,148.19,3,Credit Card,Male,Mobile Phone,Single
8,20,2,2,2,0,13,4,155.66,1,Credit Card,Male,Mobile Phone,Divorced
0,10,4,1,3,0,12,12,137.0,3,Credit Card,Female,Mobile Phone,Divorced
3,15,3,3,3,1,14,11,149.89,1,Credit Card,Female,Fashion,Divorced
11,18,3,2,4,0,20,7,149.8,2,COD,Female,Fashion,Married
31,31,5,4,4,1,19,6,212.02,2,Credit Card,Female,Others,Married
7,9,2,2,5,0,22,17,142.06,1,UPI,Female,Mobile Phone,Married
6,15,2,1,1,0,18,19,153.25,2,Debit Card,Male,Mobile Phone,Single
4,18,4,6,2,0,21,8,150.05,1,Credit Card,Male,Laptop & Accessory,Single
61,12,3,4,1,1,25,4,308.49,2,Credit Card,Female,Mobile Phone,Divorced
0,16,3,1,3,0,20,30,100.45,2,Credit Card,Female,Fashion,Married
1,9,3,1,3,1,16,4,123.38,1,Credit Card,Male,Fashion,Divorced
10,14,3,6,3,0,17,11,122.47,1,Debit Card,Male,Mobile Phone,Single
3,11,4,3,4,0,18,3,143.87,3,Debit Card,Female,Mobile Phone,Divorced
1,40,1,2,5,0,19,8,116.69,2,E Wallet,Male,Fashion,Divorced
23,15,4,3,4,1,11,3,187.53,3,Credit Card,Female,Fashion,Divorced
25,7,3,3,3,0,20,17,212.64,2,Credit Card,Male,Laptop & Accessory,Married
3,30,3,3,4,0,12,4,143.3,1,UPI,Female,Grocery,Divorced
5,20,2,4,1,0,26,8,116.64,3,Credit Card,Male,Others,Married
12,29,5,3,4,0,20,19,170.07,2,Credit Card,Female,Laptop & Accessory,Divorced
4,20,3,5,3,1,26,5,148.51,3,Credit Card,Female,Laptop & Accessory,Married
49,12,4,1,5,0,23,5,252.05,2,COD,Male,Fashion,Married
0,14,4,2,2,0,22,8,123.46,1,Credit Card,Female,Laptop & Accessory,Married
0,8,1,4,2,0,23,7,143.33,2,Debit Card,Male,Fashion,Single
6,13,4,1,3,0,17,46,131.72,3,Credit Card,Male,Laptop & Accessory,Single
7,17,3,4,1,0,16,4,147.55,1,Debit Card,Female,Fashion,Single
3,17,2,3,2,0,11,2,130.66,2,Debit Card,Female,Mobile Phone,Married
2,13,3,3,4,0,18,3,168.07,2,E Wallet,Male,Mobile Phone,Single
1,13,2,3,1,1,24,2,143.16,2,Debit Card,Female,Fashion,Married
36,10,4,1,4,1,24,3,230.34,2,Credit Card,Female,Laptop & Accessory,Married
5,18,3,2,4,0,26,2,125.72,3,E Wallet,Male,Others,Single
2,19,1,4,1,0,23,15,139.22,2,E Wallet,Female,Laptop & Accessory,Married
5,18,2,4,2,1,14,10,144.01,1,COD,Male,Laptop & Accessory,Single
1,13,2,2,4,0,26,2,156.9,3,Debit Card,Male,Grocery,Single
17,22,3,5,2,0,24,6,200.6,1,E Wallet,Female,Laptop & Accessory,Single
8,15,3,3,5,0,22,18,141.0,2,E Wallet,Male,Others,Married
10,11,5,5,3,0,26,8,161.15,3,Credit Card,Female,Laptop & Accessory,Married
12,10,4,5,1,0,25,8,158.23,2,Debit Card,Male,Fashion,Married
17,20,4,4,4,0,26,3,180.71,1,COD,Female,Mobile Phone,Married
0,18,4,4,1,1,11,5,116.23,2,Credit Card,Female,Laptop & Accessory,Single
3,13,4,3,3,1,21,10,149.28,1,E Wallet,Female,Mobile Phone,Single
1,26,2,4,3,0,20,5,142.63,2,Credit Card,Male,Laptop & Accessory,Married
9,10,3,5,1,0,14,2,146.61,2,Debit Card,Male,Mobile Phone,Married
6,24,2,3,3,0,24,9,154.33,2,Credit Card,Female,Others,Single
10,20,3,4,4,0,17,4,158.43,3,Debit Card,Male,Mobile Phone,Single
1,10,2,4,5,1,23,6,143.09,1,UPI,Female,Laptop & Accessory,Married
19,11,4,2,1,0,26,6,198.87,1,Credit Card,Male,Mobile Phone,Single
17,29,2,3,5,0,20,10,180.52,2,Debit Card,Male,Laptop & Accessory,Married
5,7,3,3,4,0,17,1,147.41,1,Credit Card,Male,Others,Divorced
7,6,2,3,4,1,16,4,158.52,1,E Wallet,Male,Laptop & Accessory,Married
1,20,2,4,2,0,15,14,127.79,3,Debit Card,Female,Fashion,Married
6,16,2,2,4,0,21,7,149.85,1,Debit Card,Female,Laptop & Accessory,Single
12,27,2,3,2,0,16,3,183.41,1,E Wallet,Male,Mobile Phone,Single
21,16,1,2,3,0,25,3,199.93,1,Debit Card,Male,Others,Single
26,10,3,5,5,1,14,6,187.64,2,Debit Card,Male,Grocery,Single
1,15,3,4,5,0,25,0,142.43,1,E Wallet,Female,Laptop & Accessory,Single
0,15,2,2,3,0,23,1,142.75,3,Credit Card,Male,Laptop & Accessory,Divorced
6,22,2,2,2,0,16,1,116.47,1,Debit Card,Female,Fashion,Divorced
0,21,2,2,2,0,13,3,109.75,1,Debit Card,Male,Fashion,Single
16,19,3,2,3,0,15,3,182.49,2,COD,Female,Laptop & Accessory,Married
9,14,5,2,5,0,17,1,163.85,2,Credit Card,Female,Fashion,Divorced
3,14,3,3,3,0,17,1,132.99,1,Credit Card,Male,Mobile Phone,Married
12,36,3,2,3,0,23,4,162.71,3,Credit Card,Female,Others,Single
0,14,2,3,4,0,13,17,159.62,2,Debit Card,Male,Mobile Phone,Single
2,10,3,3,4,0,22,2,133.78,2,E Wallet,Female,Grocery,Married
1,11,2,5,1,1,22,9,119.92,3,Credit Card,Male,Fashion,Single
8,17,1,2,1,0,14,7,158.11,1,Credit Card,Female,Others,Married
1,12,3,3,3,0,25,9,109.81,1,Credit Card,Male,Mobile Phone,Married
30,13,3,4,3,0,11,7,193.66,2,UPI,Male,Laptop & Accessory,Divorced
0,22,2,3,4,0,26,11,109.98,3,Credit Card,Male,Fashion,Divorced
5,8,4,2,4,1,17,7,141.25,3,UPI,Female,Laptop & Accessory,Married
5,15,1,2,5,0,16,11,142.01,3,Debit Card,Female,Mobile Phone,Married
12,13,4,2,4,0,22,8,150.95,2,Credit Card,Male,Mobile Phone,Married
15,20,4,6,1,0,20,3,187.94,1,Debit Card,Male,Others,Divorced
34,9,3,5,1,1,13,18,221.37,1,Credit Card,Female,Laptop & Accessory,Single
13,18,2,5,3,0,22,8,156.01,2,Credit Card,Male,Fashion,Married
0,18,5,1,3,0,16,1,128.41,2,Credit Card,Female,Laptop & Accessory,Married
3,21,3,4,3,0,24,17,139.2,3,Debit Card,Female,Laptop & Accessory,Married
12,15,2,4,2,0,19,2,146.44,1,COD,Female,Laptop & Accessory,Married
1,12,2,2,4,0,26,13,134.47,1,E Wallet,Male,Mobile Phone,Married
4,11,3,5,3,0,24,11,166.04,3,E Wallet,Male,Mobile Phone,Married
37,16,2,3,2,0,18,2,246.42,1,Credit Card,Male,Fashion,Divorced
0,14,4,3,4,0,22,7,129.58,1,E Wallet,Female,Mobile Phone,Single
23,12,4,2,1,0,11,5,206.77,3,E Wallet,Female,Grocery,Divorced
9,15,4,4,3,0,11,4,151.24,1,COD,Male,Grocery,Divorced
3,9,2,3,5,0,23,13,138.01,3,Credit Card,Male,Mobile Phone,Single
5,10,2,1,4,0,16,11,144.83,1,Credit Card,Male,Laptop & Accessory,Single
10,24,3,5,4,0,17,1,141.43,3,Debit Card,Female,Others,Single
35,23,4,4,4,0,18,1,211.4,1,UPI,Female,Laptop & Accessory,Married
6,37,1,3,5,0,24,3,149.28,1,Credit Card,Male,Mobile Phone,Married
11,7,4,4,5,0,11,12,149.12,1,Credit Card,Female,Laptop & Accessory,Single
3,23,4,6,2,0,19,11,124.71,1,UPI,Female,Mobile Phone,Single
16,22,1,3,3,0,14,2,187.06,1,E Wallet,Male,Laptop & Accessory,Married
3,19,2,4,4,1,18,8,151.75,3,UPI,Female,Mobile Phone,Married
5,22,5,4,4,0,15,5,129.93,1,Debit Card,Female,Others,Single
21,14,3,3,3,0,12,2,172.39,3,Debit Card,Male,Laptop & Accessory,Divorced
1,31,2,3,4,1,23,1,132.78,3,COD,Female,Laptop & Accessory,Divorced
1,9,3,3,5,0,24,20,128.25,2,E Wallet,Male,Laptop & Accessory,Divorced
5,13,3,3,2,1,24,6,153.56,1,E Wallet,Male,Mobile Phone,Single
0,18,2,5,2,1,24,3,118.07,1,UPI,Female,Laptop & Accessory,Married
1,23,4,2,5,0,15,12,146.2,1,Debit Card,Female,Mobile Phone,Married
2,13,3,3,3,1,23,16,130.67,1,Debit Card,Male,Fashion,Married
13,15,4,2,3,1,25,14,144.57,1,Debit Card,Male,Laptop & Accessory,Single
16,16,2,3,4,0,11,6,214.74,1,Credit Card,Male,Mobile Phone,Divorced
10,19,5,4,2,1,22,2,164.77,1,E Wallet,Male,Mobile Phone,Married
12,18,2,4,5,1,18,11,131.28,2,Debit Card,Female,Grocery,Married
6,19,3,3,3,0,19,9,130.75,3,E Wallet,Female,Mobile Phone,Single
28,9,2,1,4,0,26,2,214.38,3,Debit Card,Female,Laptop & Accessory,Married
13,13,2,3,4,1,25,6,175.73,1,UPI,Female,Fashion,Divorced
7,10,3,2,5,0,17,3,162.06,1,Credit Card,Male,Mobile Phone,Divorced
3,19,4,4,3,0,14,3,158.65,2,COD,Female,Laptop & Accessory,Divorced
4,8,5,1,4,1,18,12,119.44,2,Credit Card,Male,Mobile Phone,Single
37,14,2,3,2,1,14,3,239.9,2,COD,Female,Grocery,Divorced
10,31,4,6,3,1,22,7,135.31,3,Credit Card,Male,Mobile Phone,Married
0,8,3,4,1,1,11,10,145.12,3,COD,Male,Laptop & Accessory,Married
24,27,4,2,3,0,12,4,184.79,1,Credit Card,Female,Mobile Phone,Married
14,12,2,2,1,0,11,2,141.14,1,UPI,Female,Fashion,Married
0,11,3,4,5,0,20,4,130.53,3,E Wallet,Female,Laptop & Accessory,Single
16,8,2,5,1,0,23,2,172.97,2,E Wallet,Male,Mobile Phone,Divorced
23,22,4,5,3,0,18,3,207.48,2,E Wallet,Male,Fashion,Married
31,11,3,1,3,1,16,7,192.69,2,Debit Card,Female,Fashion,Single
19,14,2,2,1,0,17,6,202.49,3,Credit Card,Female,Fashion,Single
57,10,4,1,2,1,14,3,283.17,3,Credit Card,Female,Mobile Phone,Single
21,8,2,4,2,0,21,3,217.05,1,Debit Card,Male,Grocery,Married
19,21,3,6,1,0,14,6,192.41,1,COD,Female,Laptop & Accessory,Married
23,14,5,4,5,0,23,9,188.52,2,E Wallet,Female,Mobile Phone,Single
6,16,5,2,3,0,12,5,157.73,2,Credit Card,Female,Laptop & Accessory,Single
28,14,2,5,2,1,14,3,211.41,2,UPI,Female,Fashion,Married
23,8,2,4,1,0,24,4,174.91,1,Credit Card,Female,Mobile Phone,Married
3,15,3,4,3,0,23,7,127.65,1,E Wallet,Female,Laptop & Accessory,Single
6,16,2,5,3,0,25,0,148.49,2,E Wallet,Female,Laptop & Accessory,Married
2,14,2,4,1,1,24,8,138.52,3,Debit Card,Male,Fashion,Single
11,21,4,2,2,0,26,0,148.53,1,Debit Card,Male,Others,Divorced
20,28,3,4,3,0,18,4,144.65,2,E Wallet,Female,Fashion,Married
21,9,3,2,4,0,14,7,177.03,2,Credit Card,Male,Laptop & Accessory,Divorced
22,26,3,5,4,0,21,3,165.45,3,E Wallet,Female,Laptop & Accessory,Single
11,22,2,2,5,0,12,8,146.36,3,Credit Card,Female,Grocery,Single
21,13,3,2,3,0,20,15,201.54,2,UPI,Male,Others,Married
11,27,3,3,2,0,26,22,191.44,2,Credit Card,Female,Laptop & Accessory,Single
48,17,3,2,3,1,11,1,248.36,2,Credit Card,Female,Laptop & Accessory,Single
43,18,2,3,4,0,24,3,291.82,2,COD,Female,Laptop & Accessory,Divorced
0,21,1,3,2,1,23,12,119.2,2,Debit Card,Male,Fashion,Married
1,11,2,3,3,1,15,8,103.94,3,UPI,Female,Mobile Phone,Married
7,8,2,3,5,1,26,8,158.64,3,Credit Card,Male,Fashion,Married
29,13,3,3,5,0,13,11,195.34,2,Debit Card,Female,Fashion,Single
35,14,5,3,1,0,26,2,216.63,2,E Wallet,Female,Mobile Phone,Married
22,9,3,2,3,1,18,18,201.04,2,Credit Card,Female,Laptop & Accessory,Married
1,8,3,4,2,1,11,12,122.39,3,Credit Card,Female,Grocery,Divorced
7,19,2,2,4,0,18,13,160.83,2,Debit Card,Male,Others,Married
6,9,1,5,4,0,21,2,141.84,2,Debit Card,Male,Fashion,Single
8,15,3,1,3,0,14,9,161.82,3,Debit Card,Male,Mobile Phone,Single
3,13,2,2,4,0,16,6,124.99,1,Credit Card,Female,Fashion,Divorced
12,9,1,1,5,0,22,3,171.66,3,E Wallet,Female,Mobile Phone,Married
19,22,3,3,1,1,17,6,212.8,1,Credit Card,Male,Others,Married
13,12,3,2,1,0,23,4,172.12,1,Credit Card,Female,Fashion,Married
18,18,3,1,2,0,20,2,175.55,2,Credit Card,Female,Fashion,Divorced
0,20,3,2,3,1,18,9,119.31,1,E Wallet,Female,Laptop & Accessory,Single
4,19,4,2,3,1,14,3,150.92,1,Credit Card,Female,Mobile Phone,Married
5,15,1,2,4,0,16,20,140.35,2,Debit Card,Female,Grocery,Married
5,40,1,6,1,0,20,15,156.74,1,E Wallet,Male,Mobile Phone,Married
6,23,1,3,3,0,17,13,134.66,3,Debit Card,Female,Others,Divorced
4,13,3,3,1,0,26,3,149.54,1,E Wallet,Male,Laptop & Accessory,Single
5,22,4,1,4,0,19,4,150.22,2,E Wallet,Female,Mobile Phone,Single
33,30,4,5,3,0,15,10,221.88,2,Credit Card,Female,Fashion,Married
26,12,2,3,5,0,22,7,182.99,2,Credit Card,Male,Others,Married
8,22,4,5,3,0,12,8,152.76,3,Debit Card,Female,Mobile Phone,Single
13,9,2,1,4,0,24,1,204.73,1,UPI,Male,Grocery,Single
26,11,3,1,4,0,13,7,215.22,3,Debit Card,Female,Mobile Phone,Married
11,18,3,3,5,0,23,6,168.32,1,UPI,Female,Others,Married
8,21,2,1,4,1,23,4,165.36,1,Credit Card,Female,Laptop & Accessory,Single
5,27,3,3,2,0,24,8,147.66,2,E Wallet,Male,Fashion,Married
12,10,2,5,2,0,19,4,127.57,2,Debit Card,Female,Laptop & Accessory,Single
3,11,2,4,3,1,17,18,104.38,1,E Wallet,Male,Fashion,Divorced
7,9,2,3,3,0,17,18,132.37,2,Credit Card,Male,Laptop & Accessory,Married
14,9,1,2,4,0,22,2,165.57,3,UPI,Female,Others,Married
4,9,3,4,1,0,12,5,146.86,3,Credit Card,Female,Others,Single
6,17,3,5,2,0,21,7,156.09,1,Credit Card,Female,Fashion,Married
0,11,4,2,3,0,20,7,136.24,1,E Wallet,Male,Laptop & Accessory,Divorced
3,21,2,4,1,0,20,21,151.93,3,Credit Card,Female,Fashion,Single
0,14,3,4,4,0,25,4,113.48,2,UPI,Male,Mobile Phone,Married
3,47,1,3,3,1,14,20,135.43,1,Debit Card,Male,Fashion,Divorced
3,19,2,5,2,0,16,1,158.03,1,COD,Male,Fashion,Married
14,7,2,3,3,1,26,2,155.66,1,UPI,Male,Mobile Phone,Single
6,10,3,1,4,0,14,6,154.24,1,COD,Female,Fashion,Married
6,14,1,3,2,0,20,2,161.16,3,Debit Card,Female,Laptop & Accessory,Single
15,17,3,4,5,1,19,6,182.37,3,Credit Card,Male,Laptop & Accessory,Single
4,9,4,2,2,1,14,15,167.02,1,UPI,Male,Laptop & Accessory,Single
4,25,3,4,1,1,25,0,143.2,3,Credit Card,Female,Mobile Phone,Married
33,9,3,3,2,0,18,4,228.74,2,COD,Male,Mobile Phone,Single
4,19,2,2,2,0,11,10,159.86,3,E Wallet,Male,Mobile Phone,Single
5,13,1,2,3,0,21,10,124.78,2,Debit Card,Female,Laptop & Accessory,Married
40,8,1,1,1,1,24,11,240.3,3,Credit Card,Female,Grocery,Married
19,8,3,3,3,0,24,6,188.81,3,Credit Card,Male,Fashion,Married
10,19,3,4,3,0,26,7,141.04,3,Credit Card,Female,Mobile Phone,Married
3,21,2,3,2,0,11,9,161.14,3,Debit Card,Female,Fashion,Married
7,18,2,1,2,1,20,16,151.66,2,Credit Card,Male,Fashion,Divorced
5,16,3,3,2,0,15,6,155.48,2,Credit Card,Female,Laptop & Accessory,Single
53,15,2,3,1,0,22,1,256.16,2,Debit Card,Female,Laptop & Accessory,Married
33,14,3,3,5,1,23,0,200.29,3,E Wallet,Female,Others,Married
17,28,2,2,3,0,18,2,187.61,3,E Wallet,Female,Laptop & Accessory,Married
1,16,3,1,5,0,16,15,129.19,1,Credit Card,Female,Mobile Phone,Married
23,21,4,3,2,0,11,3,212.11,3,Debit Card,Female,Laptop & Accessory,Married
2,22,4,1,4,1,23,2,172.64,2,Credit Card,Female,Laptop & Accessory,Single
5,14,4,3,3,1,12,6,161.42,1,E Wallet,Male,Mobile Phone,Divorced
36,19,3,3,2,0,14,0,221.29,2,E Wallet,Male,Mobile Phone,Married
9,22,3,1,4,1,11,3,151.25,1,Debit Card,Male,Fashion,Married
7,17,3,2,2,0,13,13,125.14,2,Credit Card,Female,Fashion,Married
4,15,1,1,5,0,26,6,138.22,3,Credit Card,Male,Laptop & Accessory,Single
40,14,3,2,2,1,11,3,239.0,3,E Wallet,Female,Mobile Phone,Divorced
33,21,3,2,3,0,26,12,231.6,1,COD,Female,Fashion,Married
27,16,5,2,4,1,23,15,205.23,3,Debit Card,Female,Laptop & Accessory,Divorced
61,18,3,2,5,0,17,12,273.16,3,Credit Card,Female,Grocery,Married
12,9,3,3,3,0,21,12,132.61,3,E Wallet,Male,Fashion,Divorced
14,17,3,6,4,0,21,13,165.97,1,Debit Card,Female,Grocery,Single
11,7,4,2,5,0,17,26,168.81,3,Credit Card,Male,Laptop & Accessory,Single
8,18,1,2,3,0,25,6,150.53,1,Credit Card,Female,Laptop & Accessory,Single
5,13,4,3,3,0,25,11,114.91,1,Debit Card,Female,Mobile Phone,Married
10,9,2,3,5,0,15,1,157.11,2,E Wallet,Female,Fashion,Married
8,12,3,2,3,0,14,5,161.76,1,UPI,Male,Fashion,Single
0,32,2,1,5,1,19,9,151.31,2,COD,Female,Mobile Phone,Single
6,18,1,4,5,0,24,16,144.78,1,Credit Card,Female,Mobile Phone,Single
14,25,3,3,3,1,13,16,189.37,1,Debit Card,Female,Mobile Phone,Single
8,14,4,4,5,0,18,7,148.77,1,E Wallet,Male,Others,Single
1,21,1,1,3,0,22,0,114.36,3,E Wallet,Male,Mobile Phone,Married
6,11,4,2,4,1,25,23,149.85,1,E Wallet,Female,Laptop & Accessory,Married
0,15,4,5,3,0,13,1,133.46,2,Credit Card,Male,Mobile Phone,Single
1,16,2,3,1,0,22,11,132.07,1,UPI,Female,Fashion,Divorced
39,20,3,1,4,0,12,7,213.15,1,COD,Male,Mobile Phone,Married
3,12,2,5,2,0,14,7,139.72,1,E Wallet,Male,Fashion,Married
8,16,2,3,3,0,22,2,147.57,2,Debit Card,Male,Fashion,Married
61,10,4,3,1,0,11,11,320.3,2,UPI,Male,Fashion,Married
5,10,5,4,5,1,16,11,155.72,2,E Wallet,Male,Mobile Phone,Married
2,25,4,2,4,0,19,0,141.85,2,Credit Card,Male,Mobile Phone,Married
3,14,4,3,2,0,25,6,127.7,3,COD,Female,Fashion,Married
1,9,2,3,4,1,14,0,139.51,2,E Wallet,Female,Laptop & Accessory,Divorced
8,6,4,3,5,1,12,3,137.66,2,E Wallet,Female,Mobile Phone,Single
12,15,2,4,5,0,13,4,196.23,3,E Wallet,Female,Fashion,Married
3,22,3,4,1,0,18,3,157.35,2,Debit Card,Male,Mobile Phone,Single
7,15,3,4,1,1,13,8,164.79,3,E Wallet,Female,Laptop & Accessory,Single
32,12,1,4,2,0,18,2,219.46,1,E Wallet,Female,Mobile Phone,Married
22,20,3,3,3,1,12,3,180.25,1,Credit Card,Female,Fashion,Married
2,10,3,2,3,0,25,5,148.05,3,Debit Card,Male,Mobile Phone,Divorced
1,15,3,3,1,0,26,9,146.01,1,E Wallet,Female,Mobile Phone,Married
21,40,3,2,5,0,18,3,182.94,2,COD,Female,Fashion,Married
1,21,5,1,1,1,24,3,162.9,1,E Wallet,Male,Laptop & Accessory,Married
0,10,5,1,1,0,22,3,116.22,1,Debit Card,Female,Mobile Phone,Married
41,15,4,3,2,0,26,1,247.88,1,Debit Card,Female,Mobile Phone,Married
10,8,3,1,5,0,15,2,142.37,1,Debit Card,Male,Mobile Phone,Married
2,13,1,1,2,0,14,7,135.91,3,Credit Card,Male,Laptop & Accessory,Married
2,10,3,2,4,1,16,1,140.74,1,E Wallet,Female,Fashion,Single
7,28,2,2,2,1,18,16,147.5,3,Debit Card,Male,Mobile Phone,Divorced
1,15,2,5,5,0,15,6,138.38,1,Debit Card,Female,Mobile Phone,Divorced
3,10,2,4,1,0,16,3,143.06,3,Credit Card,Female,Laptop & Accessory,Married
7,26,3,2,5,1,15,9,166.73,1,Debit Card,Male,Mobile Phone,Married
13,11,3,3,4,0,11,11,199.32,2,Credit Card,Male,Laptop & Accessory,Single
23,12,3,3,5,1,23,2,172.37,1,Debit Card,Female,Mobile Phone,Married
11,14,3,5,3,0,15,11,157.18,2,Credit Card,Female,Grocery,Divorced
20,10,4,4,4,1,23,4,182.16,1,Credit Card,Male,Laptop & Accessory,Married
9,27,2,3,2,1,25,10,145.06,2,Credit Card,Female,Mobile Phone,Single
0,12,3,4,2,0,11,13,117.35,1,COD,Female,Others,Married
3,14,3,3,3,0,17,6,131.79,2,Debit Card,Male,Laptop & Accessory,Single
6,20,3,3,2,1,17,13,149.22,1,Debit Card,Male,Mobile Phone,Divorced
2,14,4,4,3,0,15,6,148.08,2,Credit Card,Male,Laptop & Accessory,Divorced
5,24,2,1,3,0,18,1,171.25,3,Credit Card,Male,Fashion,Married
10,16,3,5,1,0,23,3,148.32,3,Credit Card,Female,Others,Single
28,19,3,2,3,1,15,7,233.68,3,Credit Card,Female,Mobile Phone,Married
52,29,3,3,5,0,12,3,261.04,3,Credit Card,Female,Laptop & Accessory,Divorced
3,17,2,4,1,1,21,8,134.47,1,Debit Card,Male,Mobile Phone,Single
19,41,4,1,5,0,16,7,177.73,3,Debit Card,Male,Fashion,Single
8,11,3,1,3,0,12,16,159.27,3,Credit Card,Female,Mobile Phone,Married
13,15,2,6,3,0,18,6,148.19,1,UPI,Female,Fashion,Married
7,16,3,3,1,0,26,6,152.98,1,Debit Card,Female,Laptop & Accessory,Single
6,23,1,4,1,0,19,4,145.01,2,E Wallet,Male,Fashion,Single
12,12,4,4,1,0,20,5,133.44,1,E Wallet,Female,Fashion,Single
10,17,1,4,2,0,26,1,148.81,2,Debit Card,Female,Fashion,Single
3,14,1,1,4,1,15,7,142.37,1,Debit Card,Male,Laptop & Accessory,Married
5,17,5,1,1,0,12,15,149.39,2,Credit Card,Female,Fashion,Single
7,19,3,2,3,0,24,4,128.23,1,UPI,Female,Mobile Phone,Married
5,33,2,4,3,1,24,2,116.62,1,E Wallet,Male,Laptop & Accessory,Single
16,36,4,3,5,0,13,12,168.87,3,Credit Card,Male,Laptop & Accessory,Single
28,12,4,4,3,0,25,13,220.68,3,COD,Female,Fashion,Married
3,10,3,3,5,0,16,10,98.62,3,Credit Card,Male,Fashion,Single
6,15,4,2,3,1,13,0,128.43,2,Debit Card,Female,Laptop & Accessory,Single
52,12,2,1,1,1,13,17,264.57,2,Debit Card,Female,Laptop & Accessory,Divorced
11,14,3,2,4,1,22,3,147.91,2,Debit Card,Female,Mobile Phone,Married
0,14,4,5,5,0,26,9,136.71,2,E Wallet,Male,Grocery,Single
6,20,1,3,2,1,18,3,150.12,1,Credit Card,Female,Laptop & Accessory,Married
7,19,2,2,4,0,12,3,120.74,2,Credit Card,Male,Fashion,Married
47,43,2,1,4,0,19,6,268.61,1,Debit Card,Female,Mobile Phone,Single
12,13,3,3,2,0,14,12,177.71,3,E Wallet,Female,Laptop & Accessory,Single
26,9,2,1,4,0,16,3,187.41,3,E Wallet,Male,Mobile Phone,Married
1,21,1,2,1,1,17,1,94.38,1,Credit Card,Male,Mobile Phone,Married
0,12,4,3,1,0,20,3,138.9,2,Debit Card,Female,Fashion,Single
48,21,3,3,3,1,19,4,235.6,1,Credit Card,Male,Laptop & Accessory,Divorced
18,12,3,2,2,0,22,3,172.21,1,UPI,Female,Others,Married
2,17,5,4,1,0,21,2,154.3,3,Debit Card,Female,Laptop & Accessory,Single
34,16,3,5,3,0,15,8,222.2,2,Debit Card,Female,Laptop & Accessory,Divorced
0,23,3,5,4,0,20,9,145.26,1,COD,Female,Grocery,Married
6,10,4,3,3,1,12,0,133.39,3,E Wallet,Female,Mobile Phone,Married
0,8,1,4,3,0,13,7,143.97,1,Debit Card,Female,Laptop & Accessory,Married
0,16,1,4,4,0,24,15,120.92,1,UPI,Female,Laptop & Accessory,Single
20,14,4,2,2,1,17,13,195.94,3,Debit Card,Female,Others,Married
21,24,4,2,1,1,17,3,175.34,2,UPI,Male,Laptop & Accessory,Single
8,9,3,2,3,1,16,2,158.21,3,Debit Card,Female,Laptop & Accessory,Single
0,10,2,2,5,0,24,5,113.08,1,Credit Card,Male,Laptop & Accessory,Married
8,12,4,3,2,1,23,10,133.39,1,Debit Card,Male,Mobile Phone,Divorced
11,20,4,3,1,0,20,5,151.92,3,Debit Card,Female,Fashion,Divorced
